order_id,order_date,store_id,customer_id,channel,payment_method,order_status
O0019233,09-05-2024,S011,C00392,Click&Collect,Card,Cancelled
O0019234,20-02-2023,S001,C00847,Click&Collect,Wallet,Completed
O0019235,03-08-2023,S013,C00037,In-Store,Wallet,Cancelled
O0019236,18-04-2024,S005,C00813,In-Store,Cash,Completed
O0019237,15-07-2023,S015,C00525,In-Store,Wallet,Cancelled
O0019238,30-08-2024,S003,C00872,Click&Collect,Card,Completed
O0019239,26-11-2023,S013,C00942,In-Store,Card,Cancelled
O0019240,16-11-2023,S029,C00584,Online,Cash,Completed
O0019241,29-04-2023,S034,C00408,Click&Collect,Cash,Returned
O0019242,05-07-2024,S036,C00856,In-Store,Card,Completed
O0019243,26-07-2023,S023,C01083,In-Store,Card,Returned
O0019244,21-11-2024,S022,C00432,In-Store,Cash,Returned
O0019245,25-10-2025,S039,C01024,Click&Collect,Wallet,Completed
O0019246,26-09-2025,S023,C00533,In-Store,Cash,Returned
O0019247,31-12-2024,S004,C01068,Online,Cash,Completed
O0019248,03-06-2025,S038,C00779,Click&Collect,Card,Completed
O0019249,06-10-2025,S025,C00802,Online,Wallet,Completed
O0019250,17-01-2025,S027,C00826,Online,Wallet,Completed
O0019251,09-10-2023,S004,C00968,Online,Cash,Completed
O0019252,02-07-2024,S019,C01034,Online,Cash,Returned
O0019253,28-07-2025,S019,C00467,Online,Cash,Completed
O0019254,02-01-2025,S033,C00896,Click&Collect,Card,Completed
O0019255,02-02-2024,S016,C00832,In-Store,Cash,Completed
O0019256,04-07-2023,S014,C00710,Online,Card,Cancelled
O0019257,08-06-2023,S028,C00269,Click&Collect,Cash,Completed
O0019258,18-02-2024,S001,C00559,Online,Cash,Returned
O0019259,31-05-2025,S030,C00246,In-Store,Cash,Cancelled
O0019260,28-08-2024,S001,C00164,In-Store,Cash,Cancelled
O0019261,07-03-2023,S010,C01133,Click&Collect,Cash,Cancelled
O0019262,03-10-2025,S020,C00869,Online,Wallet,Cancelled
O0019263,19-03-2024,S008,C00659,Click&Collect,Card,Returned
O0019264,04-03-2024,S002,C00531,In-Store,Card,Cancelled
O0019265,16-06-2025,S017,C00087,Click&Collect,Wallet,Returned
O0019266,18-02-2024,S029,C00422,Online,Cash,Returned
O0019267,07-11-2024,S010,C00237,Click&Collect,Wallet,Cancelled
O0019268,06-10-2025,S011,C00646,In-Store,Cash,Completed
O0019269,21-07-2024,S028,C00554,In-Store,Wallet,Completed
O0019270,04-11-2024,S038,C01157,Online,Card,Returned
O0019271,23-01-2024,S021,C01016,In-Store,Wallet,Returned
O0019272,03-09-2025,S023,C00722,In-Store,Wallet,Cancelled
O0019273,24-03-2023,S034,C01076,Online,Card,Cancelled
O0019274,30-10-2023,S003,C00396,In-Store,Card,Completed
O0019275,22-12-2025,S040,C00137,Online,Card,Returned
O0019276,14-06-2024,S020,C00673,In-Store,Wallet,Completed
O0019277,11-07-2023,S016,C00075,Online,Card,Cancelled
O0019278,29-03-2024,S025,C01132,Online,Wallet,Completed
O0019279,07-10-2023,S037,C00147,In-Store,Card,Completed
O0019280,29-07-2024,S038,C01028,Online,Wallet,Completed
O0019281,16-09-2023,S032,C00806,Online,Card,Cancelled
O0019282,13-03-2024,S020,C00297,In-Store,Cash,Cancelled
O0019283,22-09-2025,S006,C00640,In-Store,Card,Completed
O0019284,01-04-2023,S008,C00653,In-Store,Card,Cancelled
O0019285,17-04-2025,S034,C00886,Click&Collect,Wallet,Returned
O0019286,27-03-2023,S006,C00513,In-Store,Cash,Completed
O0019287,16-05-2024,S020,C00713,In-Store,Card,Completed
O0019288,02-01-2025,S017,C00499,In-Store,Wallet,Completed
O0019289,13-11-2025,S029,C00116,Online,Wallet,Completed
O0019290,02-10-2023,S014,C00853,Online,Cash,Cancelled
O0019291,27-02-2023,S029,C00310,In-Store,Cash,Returned
O0019292,02-04-2025,S021,C00335,In-Store,Wallet,Cancelled
O0019293,06-09-2025,S036,C00398,In-Store,Cash,Returned
O0019294,11-09-2024,S008,C00680,In-Store,Card,Completed
O0019295,08-03-2023,S031,C00850,Online,Cash,Completed
O0019296,02-07-2024,S029,C00978,In-Store,Cash,Cancelled
O0019297,04-03-2024,S033,C00717,In-Store,Cash,Cancelled
O0019298,09-05-2024,S020,C00478,Online,Cash,Completed
O0019299,01-03-2023,S013,C01137,Online,Cash,Returned
O0019300,14-12-2023,S021,C00571,Online,Cash,Completed
O0019301,30-12-2025,S039,C00175,In-Store,Cash,Completed
O0019302,20-02-2023,S008,C00962,Click&Collect,Wallet,Completed
O0019303,29-09-2025,S027,C01127,In-Store,Wallet,Completed
O0019304,21-07-2024,S009,C00349,Click&Collect,Wallet,Returned
O0019305,02-10-2024,S031,C00265,In-Store,Wallet,Cancelled
O0019306,20-10-2025,S017,C00423,Click&Collect,Cash,Returned
O0019307,27-08-2023,S035,C00413,Click&Collect,Cash,Cancelled
O0019308,14-12-2025,S007,C00231,Online,Card,Completed
O0019309,31-10-2023,S005,C00042,Online,Wallet,Returned
O0019310,18-01-2024,S039,C00226,In-Store,Wallet,Completed
O0019311,07-05-2024,S014,C00356,In-Store,Cash,Returned
O0019312,21-10-2024,S004,C00227,Online,Wallet,Completed
O0019313,20-12-2023,S034,C00240,Online,Cash,Returned
O0019314,19-05-2025,S017,C01132,Online,Card,Completed
O0019315,24-01-2023,S037,C00261,Click&Collect,Wallet,Returned
O0019316,31-12-2024,S018,C00986,Click&Collect,Cash,Returned
O0019317,20-12-2024,S031,C00687,Online,Cash,Cancelled
O0019318,08-08-2024,S024,C00524,In-Store,Cash,Completed
O0019319,03-11-2024,S020,C00937,In-Store,Cash,Completed
O0019320,30-03-2025,S020,C00021,In-Store,Cash,Returned
O0019321,18-09-2025,S011,C00894,In-Store,Wallet,Returned
O0019322,28-08-2023,S030,C00500,In-Store,Card,Completed
O0019323,06-06-2024,S022,C00995,Click&Collect,Cash,Returned
O0019324,08-09-2024,S001,C01155,In-Store,Card,Completed
O0019325,13-01-2024,S016,C00878,In-Store,Card,Completed
O0019326,03-12-2025,S017,C00138,Online,Wallet,Completed
O0019327,14-07-2024,S036,C01172,In-Store,Cash,Completed
O0019328,11-10-2024,S018,C00912,Click&Collect,Cash,Completed
O0019329,02-08-2023,S023,C00023,In-Store,Wallet,Completed
O0019330,31-03-2024,S004,C00229,In-Store,Card,Cancelled
O0019331,16-11-2024,S016,C01186,Click&Collect,Cash,Cancelled
O0019332,14-04-2024,S012,C01004,Online,Card,Cancelled
O0019333,23-04-2025,S020,C00492,Online,Wallet,Completed
O0019334,30-05-2023,S036,C01148,Online,Wallet,Returned
O0019335,18-06-2023,S038,C00574,Online,Wallet,Completed
O0019336,07-01-2024,S012,C01041,Click&Collect,Card,Cancelled
O0019337,15-12-2023,S025,C00693,Online,Cash,Cancelled
O0019338,12-06-2025,S039,C00793,Click&Collect,Cash,Cancelled
O0019339,09-08-2025,S010,C00011,In-Store,Cash,Completed
O0019340,01-06-2024,S018,C01165,Click&Collect,Card,Completed
O0019341,08-07-2024,S021,C00219,In-Store,Cash,Returned
O0019342,19-11-2023,S001,C00256,Online,Card,Returned
O0019343,05-08-2024,S019,C00536,Click&Collect,Wallet,Returned
O0019344,13-02-2025,S005,C00907,In-Store,Card,Completed
O0019345,02-03-2025,S013,C00924,In-Store,Cash,Returned
O0019346,27-11-2025,S005,C00752,Online,Card,Completed
O0019347,25-09-2024,S030,C01045,Online,Card,Completed
O0019348,08-01-2024,S034,C00833,Online,Wallet,Returned
O0019349,18-03-2023,S011,C00178,In-Store,Card,Returned
O0019350,23-01-2025,S002,C00941,Online,Wallet,Completed
O0019351,31-05-2025,S020,C00316,In-Store,Cash,Completed
O0019352,28-08-2024,S005,C00624,Click&Collect,Wallet,Completed
O0019353,08-10-2025,S018,C00729,In-Store,Cash,Returned
O0019354,14-12-2023,S022,C00471,Click&Collect,Card,Completed
O0019355,28-02-2023,S019,C00434,In-Store,Cash,Returned
O0019356,24-11-2024,S021,C00322,Online,Card,Cancelled
O0019357,13-05-2023,S023,C00358,In-Store,Cash,Cancelled
O0019358,03-04-2023,S007,C01184,Click&Collect,Cash,Completed
O0019359,08-02-2025,S028,C00460,Click&Collect,Cash,Returned
O0019360,21-04-2024,S027,C00568,Online,Wallet,Completed
O0019361,24-10-2024,S006,C00842,Online,Card,Returned
O0019362,30-03-2025,S018,C00299,Click&Collect,Wallet,Returned
O0019363,24-02-2024,S012,C00239,Click&Collect,Cash,Cancelled
O0019364,31-10-2024,S016,C00253,Online,Wallet,Completed
O0019365,14-08-2024,S031,C00075,Click&Collect,Cash,Completed
O0019366,27-09-2024,S024,C00542,Click&Collect,Cash,Cancelled
O0019367,09-02-2025,S037,C00005,Online,Cash,Completed
O0019368,21-02-2024,S023,C00455,Online,Wallet,Completed
O0019369,06-07-2024,S002,C00633,Click&Collect,Cash,Returned
O0019370,09-10-2024,S029,C00310,Online,Card,Completed
O0019371,03-06-2023,S003,C00301,Online,Cash,Cancelled
O0019372,20-08-2023,S014,C00721,Click&Collect,Cash,Cancelled
O0019373,09-04-2023,S038,C00674,In-Store,Wallet,Completed
O0019374,06-08-2023,S040,C00947,Online,Wallet,Returned
O0019375,25-04-2024,S006,C01058,Online,Cash,Returned
O0019376,24-10-2025,S040,C00298,In-Store,Wallet,Completed
O0019377,08-10-2025,S040,C00353,Online,Wallet,Completed
O0019378,16-04-2025,S036,C00630,Online,Wallet,Completed
O0019379,03-09-2024,S034,C00221,In-Store,Wallet,Completed
O0019380,10-08-2023,S004,C00874,Online,Wallet,Completed
O0019381,28-01-2024,S005,C00002,In-Store,Wallet,Completed
O0019382,19-04-2025,S025,C00441,Online,Wallet,Completed
O0019383,22-09-2025,S005,C01178,Online,Wallet,Completed
O0019384,20-11-2025,S011,C00881,In-Store,Wallet,Cancelled
O0019385,01-03-2024,S040,C00621,In-Store,Wallet,Completed
O0019386,17-06-2024,S037,C00005,In-Store,Cash,Returned
O0019387,12-07-2024,S011,C00963,In-Store,Cash,Returned
O0019388,03-03-2023,S022,C00535,Click&Collect,Wallet,Completed
O0019389,08-05-2023,S022,C01030,Online,Wallet,Completed
O0019390,19-02-2023,S011,C00941,Click&Collect,Cash,Completed
O0019391,19-03-2025,S010,C01195,Click&Collect,Card,Cancelled
O0019392,03-09-2023,S018,C00142,Online,Wallet,Cancelled
O0019393,06-02-2025,S025,C01032,Click&Collect,Card,Returned
O0019394,16-02-2024,S033,C00854,In-Store,Wallet,Returned
O0019395,20-05-2025,S034,C00353,In-Store,Card,Completed
O0019396,07-05-2023,S001,C01014,Online,Wallet,Returned
O0019397,23-12-2023,S027,C00678,Click&Collect,Cash,Cancelled
O0019398,13-08-2023,S025,C00792,In-Store,Cash,Completed
O0019399,22-04-2024,S002,C01156,Click&Collect,Wallet,Completed
O0019400,07-09-2024,S034,C00688,Click&Collect,Wallet,Completed
O0019401,04-07-2023,S024,C00761,In-Store,Card,Returned
O0019402,01-01-2025,S029,C01039,Online,Card,Completed
O0019403,23-11-2025,S027,C00923,Click&Collect,Wallet,Completed
O0019404,17-02-2023,S014,C00770,Online,Wallet,Completed
O0019405,05-04-2023,S009,C01088,Click&Collect,Cash,Cancelled
O0019406,09-11-2025,S016,C01093,Online,Card,Cancelled
O0019407,12-12-2024,S031,C00737,Click&Collect,Wallet,Completed
O0019408,04-10-2025,S026,C00119,Online,Cash,Returned
O0019409,11-02-2025,S026,C00831,Online,Cash,Completed
O0019410,25-02-2025,S006,C00400,Online,Wallet,Cancelled
O0019411,22-06-2023,S001,C00706,Click&Collect,Cash,Completed
O0019412,14-07-2024,S027,C00453,Click&Collect,Card,Completed
O0019413,05-02-2024,S039,C00407,Online,Wallet,Completed
O0019414,02-07-2025,S015,C01170,In-Store,Cash,Returned
O0019415,17-02-2023,S018,C00299,Click&Collect,Wallet,Completed
O0019416,20-01-2023,S039,C00193,Click&Collect,Card,Cancelled
O0019417,02-09-2024,S010,C00761,Online,Wallet,Returned
O0019418,29-11-2025,S021,C00774,Online,Card,Completed
O0019419,26-12-2025,S004,C01178,Click&Collect,Card,Returned
O0019420,12-10-2024,S011,C00069,Online,Wallet,Cancelled
O0019421,16-04-2024,S015,C01100,Click&Collect,Card,Completed
O0019422,27-10-2023,S028,C01008,In-Store,Card,Completed
O0019423,21-12-2025,S013,C00252,In-Store,Card,Completed
O0019424,20-07-2023,S019,C00983,In-Store,Cash,Cancelled
O0019425,19-05-2023,S012,C01012,In-Store,Card,Completed
O0019426,11-07-2024,S006,C00138,Online,Card,Cancelled
O0019427,06-03-2024,S032,C00026,Online,Cash,Completed
O0019428,27-06-2024,S027,C00793,In-Store,Card,Completed
O0019429,15-09-2025,S026,C00708,Online,Cash,Returned
O0019430,23-10-2023,S024,C01036,Click&Collect,Card,Cancelled
O0019431,18-08-2025,S006,C01117,Click&Collect,Wallet,Completed
O0019432,21-08-2023,S021,C00125,Online,Cash,Completed
O0019433,21-12-2023,S029,C01152,Click&Collect,Wallet,Cancelled
O0019434,05-01-2023,S020,C01024,In-Store,Wallet,Returned
O0019435,13-01-2025,S029,C00724,Click&Collect,Cash,Returned
O0019436,29-07-2025,S014,C00434,Click&Collect,Card,Completed
O0019437,29-08-2025,S021,C00757,Click&Collect,Wallet,Returned
O0019438,03-07-2023,S016,C00678,Click&Collect,Cash,Cancelled
O0019439,20-04-2025,S040,C00468,In-Store,Wallet,Cancelled
O0019440,04-06-2023,S008,C00094,Click&Collect,Card,Completed
O0019441,19-11-2024,S012,C00869,In-Store,Wallet,Returned
O0019442,08-02-2025,S028,C00367,Online,Cash,Returned
O0019443,17-06-2023,S003,C00295,In-Store,Wallet,Returned
O0019444,02-05-2023,S021,C00451,Click&Collect,Card,Completed
O0019445,22-03-2023,S002,C00041,Online,Wallet,Cancelled
O0019446,15-02-2025,S022,C00470,Click&Collect,Wallet,Returned
O0019447,04-11-2024,S013,C01003,Click&Collect,Cash,Returned
O0019448,11-05-2023,S008,C00878,Online,Cash,Completed
O0019449,02-07-2024,S020,C00073,Click&Collect,Cash,Cancelled
O0019450,22-05-2025,S014,C00397,Click&Collect,Cash,Cancelled
O0019451,18-09-2023,S004,C00798,In-Store,Cash,Returned
O0019452,25-10-2024,S022,C01118,Click&Collect,Cash,Returned
O0019453,17-11-2023,S023,C00525,In-Store,Cash,Cancelled
O0019454,14-10-2023,S027,C01186,In-Store,Wallet,Returned
O0019455,05-03-2024,S037,C00052,In-Store,Wallet,Completed
O0019456,22-01-2024,S029,C01093,Click&Collect,Wallet,Completed
O0019457,27-06-2024,S032,C00192,In-Store,Card,Completed
O0019458,14-08-2023,S026,C00876,In-Store,Card,Returned
O0019459,03-03-2024,S027,C00121,In-Store,Cash,Cancelled
O0019460,13-11-2024,S032,C01188,Click&Collect,Card,Completed
O0019461,29-02-2024,S027,C00258,Online,Wallet,Completed
O0019462,20-12-2024,S021,C00442,In-Store,Card,Completed
O0019463,07-05-2023,S030,C00763,Click&Collect,Wallet,Cancelled
O0019464,31-05-2023,S039,C00061,Online,Wallet,Returned
O0019465,06-08-2025,S020,C00685,Click&Collect,Card,Cancelled
O0019466,21-05-2024,S010,C00351,Online,Wallet,Completed
O0019467,29-10-2024,S017,C00520,Online,Cash,Completed
O0019468,21-03-2025,S001,C00400,In-Store,Cash,Completed
O0019469,10-06-2023,S013,C01012,In-Store,Card,Cancelled
O0019470,01-12-2025,S036,C00548,Online,Cash,Cancelled
O0019471,09-04-2024,S004,C00904,In-Store,Cash,Cancelled
O0019472,02-09-2025,S036,C00050,Online,Card,Completed
O0019473,01-04-2024,S023,C00820,Click&Collect,Wallet,Completed
O0019474,20-03-2024,S013,C00461,Click&Collect,Wallet,Cancelled
O0019475,20-10-2024,S019,C00719,Click&Collect,Cash,Cancelled
O0019476,29-07-2023,S036,C01016,In-Store,Cash,Returned
O0019477,29-10-2024,S005,C00836,In-Store,Wallet,Returned
O0019478,13-12-2025,S023,C00425,In-Store,Cash,Completed
O0019479,08-12-2024,S011,C00272,In-Store,Card,Completed
O0019480,18-03-2023,S022,C01065,In-Store,Wallet,Cancelled
O0019481,03-02-2025,S032,C00312,Click&Collect,Cash,Completed
O0019482,06-02-2023,S037,C00043,Click&Collect,Cash,Cancelled
O0019483,24-04-2023,S011,C00358,Online,Wallet,Cancelled
O0019484,08-11-2023,S027,C00013,Online,Card,Cancelled
O0019485,01-12-2023,S018,C00890,In-Store,Card,Returned
O0019486,04-01-2023,S021,C01068,Click&Collect,Cash,Cancelled
O0019487,20-01-2023,S007,C00519,In-Store,Wallet,Returned
O0019488,15-05-2025,S035,C00737,Online,Wallet,Completed
O0019489,13-05-2024,S007,C01152,Online,Card,Returned
O0019490,08-08-2023,S002,C01111,In-Store,Wallet,Completed
O0019491,15-04-2024,S031,C00049,Click&Collect,Wallet,Returned
O0019492,29-01-2025,S017,C00083,Click&Collect,Wallet,Completed
O0019493,15-03-2025,S003,C00460,Online,Card,Completed
O0019494,12-11-2023,S028,C00335,In-Store,Wallet,Completed
O0019495,03-07-2023,S012,C00186,Click&Collect,Wallet,Cancelled
O0019496,17-11-2025,S040,C00182,Online,Cash,Completed
O0019497,23-11-2024,S040,C00980,Click&Collect,Wallet,Returned
O0019498,13-12-2025,S023,C00233,In-Store,Card,Cancelled
O0019499,03-12-2023,S020,C00576,Click&Collect,Wallet,Cancelled
O0019500,02-05-2023,S018,C00054,Online,Card,Cancelled
O0019501,23-02-2024,S025,C00745,Online,Wallet,Returned
O0019502,26-12-2023,S037,C00890,In-Store,Cash,Completed
O0019503,27-02-2025,S026,C00718,In-Store,Cash,Completed
O0019504,23-02-2025,S004,C00342,Online,Wallet,Returned
O0019505,20-03-2023,S008,C00095,Click&Collect,Cash,Completed
O0019506,06-10-2024,S026,C00481,Online,Wallet,Cancelled
O0019507,11-01-2024,S015,C00941,In-Store,Cash,Returned
O0019508,04-11-2024,S020,C00144,Online,Cash,Returned
O0019509,04-03-2024,S017,C00987,Online,Card,Returned
O0019510,12-08-2024,S024,C01096,Online,Cash,Cancelled
O0019511,23-02-2025,S010,C00729,Click&Collect,Card,Cancelled
O0019512,18-11-2023,S003,C01013,In-Store,Wallet,Cancelled
O0019513,07-08-2023,S010,C00338,Click&Collect,Cash,Cancelled
O0019514,12-02-2025,S027,C00746,Click&Collect,Cash,Returned
O0019515,04-11-2025,S025,C00869,In-Store,Cash,Completed
O0019516,01-05-2024,S033,C00858,In-Store,Card,Cancelled
O0019517,29-12-2025,S005,C00841,In-Store,Wallet,Cancelled
O0019518,22-07-2023,S006,C00233,Online,Wallet,Cancelled
O0019519,16-06-2025,S006,C01096,Online,Wallet,Cancelled
O0019520,19-12-2025,S023,C00819,In-Store,Card,Returned
O0019521,25-11-2023,S023,C00141,Online,Cash,Completed
O0019522,12-06-2023,S007,C00768,Online,Card,Cancelled
O0019523,28-12-2024,S018,C01092,In-Store,Cash,Completed
O0019524,10-08-2025,S003,C00029,In-Store,Cash,Returned
O0019525,02-04-2023,S025,C01065,Click&Collect,Wallet,Returned
O0019526,03-12-2024,S023,C00397,Click&Collect,Cash,Cancelled
O0019527,12-08-2025,S002,C00358,Click&Collect,Card,Completed
O0019528,05-02-2023,S004,C00586,In-Store,Wallet,Completed
O0019529,19-07-2024,S029,C00860,In-Store,Cash,Completed
O0019530,26-03-2023,S036,C00124,Click&Collect,Wallet,Completed
O0019531,13-07-2023,S034,C00317,In-Store,Card,Returned
O0019532,17-06-2024,S023,C00969,Online,Card,Completed
O0019533,25-12-2023,S021,C00283,Click&Collect,Card,Cancelled
O0019534,04-04-2023,S033,C00420,Online,Card,Cancelled
O0019535,27-05-2025,S034,C00770,In-Store,Cash,Cancelled
O0019536,11-08-2023,S037,C00301,Click&Collect,Cash,Completed
O0019537,11-08-2025,S016,C00061,Click&Collect,Cash,Completed
O0019538,13-07-2023,S020,C00634,Click&Collect,Cash,Returned
O0019539,23-07-2024,S004,C00116,In-Store,Wallet,Cancelled
O0019540,07-03-2025,S008,C00464,In-Store,Cash,Completed
O0019541,10-06-2024,S016,C00793,Online,Wallet,Completed
O0019542,02-04-2024,S033,C00888,In-Store,Card,Completed
O0019543,02-04-2025,S018,C01143,In-Store,Wallet,Cancelled
O0019544,13-01-2023,S024,C01047,Online,Wallet,Completed
O0019545,24-06-2025,S035,C00041,Online,Cash,Returned
O0019546,26-01-2025,S020,C00584,Click&Collect,Card,Cancelled
O0019547,18-04-2025,S014,C00028,In-Store,Card,Completed
O0019548,06-04-2024,S030,C00962,In-Store,Wallet,Cancelled
O0019549,26-02-2024,S013,C00090,Click&Collect,Card,Cancelled
O0019550,18-09-2024,S016,C00933,Click&Collect,Card,Completed
O0019551,04-12-2024,S036,C00002,Click&Collect,Card,Completed
O0019552,11-10-2025,S018,C00134,Click&Collect,Card,Cancelled
O0019553,28-07-2025,S011,C01114,Online,Card,Completed
O0019554,01-03-2023,S034,C00224,Click&Collect,Card,Completed
O0019555,16-06-2023,S026,C00569,Click&Collect,Cash,Completed
O0019556,03-11-2025,S031,C00625,In-Store,Wallet,Completed
O0019557,01-03-2024,S014,C00831,Online,Cash,Completed
O0019558,27-09-2024,S032,C01123,In-Store,Card,Completed
O0019559,04-03-2023,S039,C00500,In-Store,Card,Completed
O0019560,25-04-2023,S007,C00725,Online,Wallet,Completed
O0019561,24-03-2024,S008,C01197,Online,Card,Cancelled
O0019562,25-02-2025,S023,C00130,Click&Collect,Wallet,Cancelled
O0019563,26-04-2025,S029,C00576,In-Store,Card,Returned
O0019564,07-09-2025,S001,C00365,Online,Card,Completed
O0019565,04-08-2023,S023,C01128,Click&Collect,Card,Cancelled
O0019566,10-08-2023,S006,C00738,Click&Collect,Wallet,Cancelled
O0019567,16-08-2024,S040,C00780,Online,Card,Completed
O0019568,22-08-2024,S030,C00225,Online,Wallet,Completed
O0019569,10-02-2023,S040,C01138,Click&Collect,Card,Completed
O0019570,05-05-2024,S009,C00081,Online,Wallet,Completed
O0019571,10-09-2025,S032,C00595,Click&Collect,Cash,Completed
O0019572,29-06-2023,S016,C00840,In-Store,Card,Cancelled
O0019573,17-06-2025,S005,C01055,Click&Collect,Wallet,Cancelled
O0019574,05-05-2024,S020,C00329,Online,Wallet,Returned
O0019575,28-07-2024,S019,C00401,Click&Collect,Cash,Returned
O0019576,04-12-2024,S021,C00046,Online,Card,Cancelled
O0019577,12-02-2025,S035,C00794,In-Store,Card,Completed
O0019578,29-11-2024,S012,C00237,Click&Collect,Card,Cancelled
O0019579,24-04-2023,S026,C00741,Online,Cash,Completed
O0019580,20-11-2023,S008,C00102,Click&Collect,Cash,Returned
O0019581,15-07-2025,S036,C00585,Click&Collect,Cash,Completed
O0019582,14-02-2023,S019,C00575,Click&Collect,Cash,Completed
O0019583,22-02-2025,S032,C00602,In-Store,Wallet,Returned
O0019584,24-07-2024,S011,C00371,Online,Cash,Completed
O0019585,12-05-2023,S013,C00205,Click&Collect,Card,Completed
O0019586,15-05-2023,S040,C00932,Online,Cash,Completed
O0019587,10-12-2025,S008,C01088,Click&Collect,Wallet,Returned
O0019588,04-02-2023,S023,C00333,Online,Wallet,Completed
O0019589,25-01-2023,S013,C00546,Click&Collect,Card,Cancelled
O0019590,19-01-2023,S016,C00131,Online,Card,Completed
O0019591,19-11-2024,S028,C00182,In-Store,Wallet,Completed
O0019592,12-10-2025,S032,C00424,Click&Collect,Wallet,Completed
O0019593,08-07-2023,S020,C00846,In-Store,Cash,Completed
O0019594,22-05-2025,S026,C00808,Online,Wallet,Completed
O0019595,27-02-2025,S002,C00873,Click&Collect,Card,Completed
O0019596,09-09-2023,S010,C00107,In-Store,Wallet,Cancelled
O0019597,19-03-2023,S030,C00055,In-Store,Card,Returned
O0019598,18-06-2024,S027,C00331,Click&Collect,Wallet,Cancelled
O0019599,30-03-2023,S002,C00400,In-Store,Card,Completed
O0019600,05-05-2023,S036,C00617,In-Store,Card,Completed
O0019601,26-05-2024,S017,C00702,Click&Collect,Cash,Completed
O0019602,12-06-2025,S013,C00226,Online,Cash,Completed
O0019603,25-12-2025,S019,C00986,Online,Wallet,Returned
O0019604,19-11-2024,S016,C00896,In-Store,Wallet,Completed
O0019605,31-10-2023,S021,C00373,Click&Collect,Wallet,Returned
O0019606,26-12-2023,S007,C00775,Click&Collect,Cash,Cancelled
O0019607,02-11-2024,S006,C00360,Online,Wallet,Cancelled
O0019608,09-07-2023,S040,C00073,Online,Wallet,Returned
O0019609,22-07-2024,S030,C00884,Click&Collect,Card,Completed
O0019610,22-04-2025,S015,C00104,Online,Cash,Completed
O0019611,11-07-2025,S034,C00264,In-Store,Cash,Cancelled
O0019612,06-03-2023,S032,C00364,In-Store,Card,Completed
O0019613,13-11-2023,S028,C01076,Online,Wallet,Completed
O0019614,07-10-2023,S029,C00704,Click&Collect,Cash,Completed
O0019615,31-08-2024,S039,C00949,Click&Collect,Card,Cancelled
O0019616,23-07-2023,S034,C01090,Online,Wallet,Completed
O0019617,07-11-2025,S011,C01072,Click&Collect,Cash,Completed
O0019618,02-10-2025,S030,C00732,In-Store,Wallet,Cancelled
O0019619,31-12-2023,S007,C00425,Online,Card,Completed
O0019620,22-03-2024,S021,C00485,Online,Cash,Returned
O0019621,26-04-2024,S003,C00199,Online,Cash,Completed
O0019622,16-02-2023,S007,C00707,In-Store,Cash,Completed
O0019623,01-09-2025,S029,C00703,In-Store,Wallet,Cancelled
O0019624,04-05-2025,S015,C01167,Online,Cash,Completed
O0019625,31-12-2023,S007,C00228,In-Store,Card,Returned
O0019626,22-08-2024,S040,C00909,Online,Card,Completed
O0019627,22-02-2024,S038,C00320,Online,Card,Returned
O0019628,08-09-2023,S010,C00095,Online,Wallet,Cancelled
O0019629,30-11-2023,S024,C00481,In-Store,Card,Cancelled
O0019630,28-04-2023,S012,C01157,Click&Collect,Wallet,Completed
O0019631,06-06-2025,S033,C00556,In-Store,Cash,Completed
O0019632,18-12-2024,S028,C00224,In-Store,Card,Completed
O0019633,16-10-2025,S018,C00387,Click&Collect,Cash,Completed
O0019634,08-01-2023,S038,C00834,In-Store,Wallet,Completed
O0019635,22-11-2024,S030,C00342,Click&Collect,Cash,Completed
O0019636,06-09-2024,S007,C00278,In-Store,Wallet,Completed
O0019637,14-11-2024,S018,C00297,Online,Cash,Completed
O0019638,20-12-2025,S034,C00099,In-Store,Cash,Completed
O0019639,03-03-2024,S022,C00829,Click&Collect,Card,Completed
O0019640,04-06-2023,S004,C00385,In-Store,Cash,Completed
O0019641,14-01-2023,S031,C00368,In-Store,Wallet,Completed
O0019642,23-06-2024,S020,C00395,Online,Wallet,Completed
O0019643,10-07-2023,S010,C00834,In-Store,Card,Completed
O0019644,04-06-2023,S033,C01049,Click&Collect,Cash,Cancelled
O0019645,11-06-2023,S036,C00892,Online,Wallet,Returned
O0019646,31-10-2023,S024,C00682,In-Store,Card,Cancelled
O0019647,08-05-2023,S029,C00858,Click&Collect,Wallet,Completed
O0019648,16-06-2024,S010,C00273,Click&Collect,Wallet,Completed
O0019649,17-12-2024,S030,C01098,Click&Collect,Card,Completed
O0019650,14-11-2023,S037,C00736,Online,Cash,Completed
O0019651,30-05-2023,S010,C01146,Online,Wallet,Returned
O0019652,19-09-2024,S038,C00322,In-Store,Wallet,Completed
O0019653,04-04-2023,S004,C00177,Online,Card,Completed
O0019654,19-03-2025,S018,C00858,Online,Cash,Completed
O0019655,24-02-2024,S003,C00385,In-Store,Cash,Completed
O0019656,25-03-2024,S018,C00250,Online,Wallet,Completed
O0019657,30-09-2023,S026,C00946,Click&Collect,Wallet,Returned
O0019658,06-11-2023,S035,C00640,Click&Collect,Card,Completed
O0019659,09-06-2023,S007,C00939,Click&Collect,Card,Cancelled
O0019660,03-09-2024,S036,C00293,Click&Collect,Wallet,Cancelled
